datasheet_id|keyword|model|is_faction_keyword|Unnamed: 4
57|Orks||True|
57|Vehicle||False|
57|Fly||False|
57|Transport||False|
57|Speed Freeks||False|
57|Chinork Warkopta||False|
59|Orks||True|
59|Monster||False|
59|Titanic||False|
59|Towering||False|
59|Transport||False|
59|Gargantuan Squiggoth||False|
60|Adeptus Astartes||True|
60|Infantry||False|
60|Gravis||False|
60|Biologis||False|
60|Imperium||False|
60|Character||False|
60|Apothecary||False|
61|Adeptus Astartes||True|
61|Assault Squad||False|
61|Imperium||False|
61|Grenades||False|
61|Infantry||False|
63|Adeptus Astartes||True|
63|Apothecary||False|
63|Imperium||False|
63|Character||False|
63|Mounted||False|
63|Ravenwing||False|
63|Grenades||False|
64|Adeptus Astartes||True|
64|Fly||False|
64|Jump Pack||False|
64|Grenades||False|
64|Infantry||False|
64|Assault Squad with Jump Packs||False|
64|Imperium||False|
65|Adeptus Astartes||True|
65|Vehicle||False|
65|Imperium||False|
65|Land Raider||False|
65|Deathwing||False|
65|Smoke||False|
65|Transport||False|
66|Adeptus Astartes||True|
66|Grenades||False|
66|Smoke||False|
66|Vehicle||False|
66|Land Raider||False|
66|Deathwing||False|
66|Land Raider Crusader||False|
66|Imperium||False|
66|Transport||False|
67|Adeptus Astartes||True|
67|Land Raider Excelsior||False|
67|Imperium||False|
67|Transport||False|
67|Smoke||False|
67|Vehicle||False|
68|Adeptus Astartes||True|
68|Jump Pack||False|
68|Fly||False|
68|Imperium||False|
68|Grenades||False|
68|Infantry||False|
68|Smoke||False|
68|Suppressor Squad||False|
70|Adeptus Astartes||True|
70|Infantry||False|
70|Battleline||False|
70|Grenades||False|
70|Imperium||False|
70|Tactical Squad||False|
71|Adeptus Astartes||True|
71|Tacticus||False|
71|Bladeguard Veteran Squad||False|
71|Deathwing||False|
71|Infantry||False|
71|Grenades||False|
71|Imperium||False|
72|Adeptus Astartes||True|
72|Aircraft||False|
72|Imperium||False|
72|Vehicle||False|
72|Ravenwing||False|
72|Caestus Assault Ram||False|
72|Transport||False|
72|Fly||False|
73|Adeptus Astartes||True|
73|Character||False|
73|Grenades||False|
73|Captain||False|
73|Infantry||False|
73|Imperium||False|
73|Tacticus||False|
76|Adeptus Astartes||True|
76|Phobos||False|
76|Infantry||False|
76|Character||False|
76|Grenades||False|
76|Imperium||False|
76|Lieutenant||False|
76|Lieutenant with Combi-weapon||False|
79|Adeptus Astartes||True|
79|Terminator||False|
79|Librarian||False|
79|Deathwing||False|
79|Character||False|
79|Infantry||False|
79|Psyker||False|
79|Imperium||False|
81|Ultramarines||True|
81|Adeptus Astartes||True|
81|Infantry||False|
81|Captain||False|
81|Sicarius||False|
81|Tacticus||False|
81|Imperium||False|
81|Epic Hero||False|
81|Character||False|
83|Adeptus Astartes||True|
83|Captain||False|
83|Tacticus||False|
83|Imperium||False|
83|Grenades||False|
83|Fly||False|
83|Jump Pack||False|
83|Character||False|
83|Infantry||False|
84|Adeptus Astartes||True|
84|Smoke||False|
84|Imperium||False|
84|Aircraft||False|
84|Vehicle||False|
84|Ravenwing||False|
84|Stormhawk Interceptor||False|
84|Fly||False|
85|Adeptus Astartes||True|
85|Smoke||False|
85|Imperium||False|
85|Transport||False|
85|Vehicle||False|
85|Rhino Primaris||False|
86|Adeptus Astartes||True|
86|Firestrike Servo-turrets||False|
86|Imperium||False|
86|Vehicle||False|
86|Artillery||False|
87|Adeptus Astartes||True|
87|Dedicated Transport||False|
87|Imperium||False|
87|Drop Pod||False|
87|Vehicle||False|
87|Transport||False|
91|Adeptus Astartes||True|
91|Deathwing||False|
91|Ballistus Dreadnought||False|
91|Vehicle||False|
91|Imperium||False|
91|Dreadnought||False|
91|Walker||False|
92|Adeptus Astartes||True|
92|Vehicle||False|
92|Sicaran Venator||False|
92|Smoke||False|
92|Imperium||False|
93|Adeptus Astartes||True|
93|Imperium||False|
93|Typhon||False|
93|Smoke||False|
93|Vehicle||False|
94|Adeptus Astartes||True|
94|Imperium||False|
94|Chaplain||False|
94|Ravenwing||False|
94|Grenades||False|
94|Character||False|
94|Mounted||False|
95|Ultramarines||True|
95|Adeptus Astartes||True|
95|Honour Guard||False|
95|Grenades||False|
95|Imperium||False|
95|Infantry||False|
96|Adeptus Astartes||True|
96|Carab Culln the Risen||False|
96|Dreadnought||False|
96|Epic Hero||False|
96|Character||False|
96|Smoke||False|
96|Imperium||False|
96|Vehicle||False|
96|Walker||False|
96|Deathwing||False|
97|Adeptus Astartes||True|
97|Hammerfall Bunker||False|
97|Vehicle||False|
97|Imperium||False|
97|Fortification||False|
98|Adeptus Astartes||True|
98|Tarantula Sentry Battery||False|
98|Imperium||False|
98|Artillery||False|
98|Vehicle||False|
99|Adeptus Astartes||True|
99|Vehicle||False|
99|Tarantula Air Defence Battery||False|
99|Imperium||False|
103|Adeptus Astartes||True|
103|Eradicator Squad||False|
103|Infantry||False|
103|Grenades||False|
103|Imperium||False|
103|Gravis||False|
104|Adeptus Astartes||True|
104|Deathwing||False|
104|Infantry||False|
104|Imperium||False|
104|Terminator||False|
104|Relic Terminator Squad||False|
107|Adeptus Astartes||True|
107|Javelin Attack Speeder||False|
107|Ravenwing||False|
107|Imperium||False|
107|Vehicle||False|
107|Fly||False|
110|Adeptus Astartes||True|
110|Vehicle||False|
110|Imperium||False|
110|Rapier Carrier||False|
110|Artillery||False|
111|Adeptus Astartes||True|
111|Vehicle||False|
111|Deathwing||False|
111|Mortis Dreadnought||False|
111|Dreadnought||False|
111|Imperium||False|
111|Walker||False|
112|Adeptus Astartes||True|
112|Fly||False|
112|Imperium||False|
112|Chaplain||False|
112|Character||False|
112|Infantry||False|
112|Jump Pack||False|
113|Adeptus Astartes||True|
113|Aircraft||False|
113|Transport||False|
113|Imperium||False|
113|Storm Eagle Gunship||False|
113|Fly||False|
113|Vehicle||False|
113|Ravenwing||False|
114|Adeptus Astartes||True|
114|Vehicle||False|
114|Ravenwing||False|
114|Imperium||False|
114|Fly||False|
114|Storm Speeder Hammerstrike||False|
115|Adeptus Astartes||True|
115|Imperium||False|
115|Infantry||False|
115|Character||False|
115|Terminator||False|
115|Chaplain||False|
115|Deathwing||False|
116|Adeptus Astartes||True|
116|Imperium||False|
116|Bike Squad||False|
116|Mounted||False|
116|Grenades||False|
116|Ravenwing||False|
117|Adeptus Astartes||True|
117|Dreadnought||False|
117|Vehicle||False|
117|Deathwing||False|
117|Walker||False|
117|Smoke||False|
117|Imperium||False|
118|Adeptus Astartes||True|
118|Imperium||False|
118|Terminators||False|
118|Deathwing||False|
118|Terminator Assault Squad||False|
118|Infantry||False|
119|Adeptus Astartes||True|
119|Phobos||False|
119|Librarian||False|
119|Infantry||False|
119|Character||False|
119|Grenades||False|
119|Psyker||False|
119|Imperium||False|
120|Adeptus Astartes||True|
120|Smoke||False|
120|Walker||False|
120|Vehicle||False|
120|Dreadnought||False|
120|Deathwing||False|
120|Venerable||False|
120|Imperium||False|
121|Ultramarines||True|
121|Adeptus Astartes||True|
121|Infantry||False|
121|Epic Hero||False|
121|Character||False|
121|Uriel Ventris||False|
121|Captain||False|
121|Tacticus||False|
121|Imperium||False|
122|Adeptus Astartes||True|
122|Dreadnought Drop Pod||False|
122|Transport||False|
122|Imperium||False|
122|Vehicle||False|
123|Adeptus Astartes||True|
123|Vehicle||False|
123|Sicaran Punisher||False|
123|Smoke||False|
123|Imperium||False|
124|Adeptus Astartes||True|
124|Ravenwing||False|
124|Storm Speeder Hailstrike||False|
124|Imperium||False|
124|Fly||False|
124|Vehicle||False|
125|Adeptus Astartes||True|
125|Fly||False|
125|Infantry||False|
125|Imperium||False|
125|Gravis||False|
125|Inceptor Squad||False|
125|Jump Pack||False|
126|Adeptus Astartes||True|
126|Infantry||False|
126|Imperium||False|
126|Grenades||False|
126|Infernus Squad||False|
126|Tacticus||False|
127|Adeptus Astartes||True|
127|Iron Hands||True|
127|Character||False|
127|Iron Father Feirros||False|
127|Gravis||False|
127|Epic Hero||False|
127|Infantry||False|
127|Imperium||False|
128|Adeptus Astartes||True|
128|Infiltrator Squad||False|
128|Phobos||False|
128|Imperium||False|
128|Smoke||False|
128|Grenades||False|
128|Infantry||False|
129|Adeptus Astartes||True|
129|Vehicle||False|
129|Razorback||False|
129|Imperium||False|
129|Dedicated Transport||False|
129|Transport||False|
129|Smoke||False|
131|Adeptus Astartes||True|
131|Dreadnought||False|
131|Imperium||False|
131|Walker||False|
131|Vehicle||False|
131|Deathwing||False|
131|Smoke||False|
131|Leviathan Dreadnought||False|
132|Adeptus Astartes||True|
132|Transport||False|
132|Fly||False|
132|Vehicle||False|
132|Ravenwing||False|
132|Land Speeder Storm||False|
132|Imperium||False|
132|Dedicated Transport||False|
134|Adeptus Astartes||True|
134|Imperium||False|
134|Astartes Servitors||False|
134|Infantry||False|
135|Adeptus Astartes||True|
135|Imperium||False|
135|Infantry||False|
135|Character||False|
135|Terminator||False|
135|Captain||False|
135|Deathwing||False|
136|Adeptus Astartes||True|
136|Vehicle||False|
136|Walker||False|
136|Dreadnought||False|
136|Deathwing||False|
136|Imperium||False|
136|Brutalis Dreadnought||False|
137|Adeptus Astartes||True|
137|Ravenwing||False|
137|Mounted||False|
137|Smoke||False|
137|Grenades||False|
137|Scout Bike Squad||False|
137|Imperium||False|
138|Ultramarines||True|
138|Adeptus Astartes||True|
138|Monster||False|
138|Primarch||False|
138|Imperium||False|
138|Epic Hero||False|
138|Character||False|
138|Roboute Guilliman||False|
139|Adeptus Astartes||True|
139|Aircraft||False|
139|Fly||False|
139|Vehicle||False|
139|Titanic||False|
139|Ravenwing||False|
139|Thunderhawk Gunship||False|
139|Imperium||False|
139|Transport||False|
140|Adeptus Astartes||True|
140|Tacticus||False|
140|Imperium||False|
140|Infantry||False|
140|Grenades||False|
140|Character||False|
140|Techmarine||False|
146|Adeptus Astartes||True|
146|Hunter||False|
146|Imperium||False|
146|Smoke||False|
146|Vehicle||False|
147|Adeptus Astartes||True|
147|Imperium||False|
147|Fly||False|
147|Deathwing||False|
147|Vanguard Veteran Squad with Jump Packs||False|
147|Vanguard Veteran Squad||False|
147|Jump Pack||False|
147|Grenades||False|
147|Infantry||False|
148|Adeptus Astartes||True|
148|Imperium||False|
148|Grenades||False|
148|Infantry||False|
148|Character||False|
148|Imperial Space Marine||False|
151|Adeptus Astartes||True|
151|Blood Angels||True|
151|Infantry||False|
151|Character||False|
151|Epic Hero||False|
151|Fly||False|
151|Jump Pack||False|
151|Grenades||False|
151|Imperium||False|
151|Tacticus||False|
151|Chapter Master||False|
151|Commander Dante||False|
152|Adeptus Astartes||True|
152|Blood Angels||True|
152|Captain||False|
152|Imperium||False|
152|Grenades||False|
152|Epic Hero||False|
152|Infantry||False|
152|Tycho||False|
152|Character||False|
153|Adeptus Astartes||True|
153|Blood Angels||True|
153|Grenades||False|
153|Epic Hero||False|
153|Character||False|
153|Infantry||False|
153|Captain||False|
153|Tycho the Lost||False|
153|Imperium||False|
154|Adeptus Astartes||True|
154|Blood Angels||True|
154|Walker||False|
154|Psyker||False|
154|Smoke||False|
154|Imperium||False|
154|Librarian Dreadnought||False|
154|Dreadnought||False|
154|Vehicle||False|
155|Adeptus Astartes||True|
155|Blood Angels||True|
155|Tacticus||False|
155|Imperium||False|
155|Epic Hero||False|
155|Grenades||False|
155|Psyker||False|
155|Character||False|
155|Infantry||False|
155|Chief Librarian Mephiston||False|
156|Adeptus Astartes||True|
156|Blood Angels||True|
156|Fly||False|
156|Jump Pack||False|
156|Imperium||False|
156|Tacticus||False|
156|The Sanguinor||False|
156|Character||False|
156|Infantry||False|
156|Epic Hero||False|
157|Adeptus Astartes||True|
157|Blood Angels||True|
157|Jump Pack||False|
157|Fly||False|
157|Epic Hero||False|
157|Character||False|
157|Infantry||False|
157|Astorath||False|
157|Chaplain||False|
157|Tacticus||False|
157|Imperium||False|
158|Adeptus Astartes||True|
158|Blood Angels||True|
158|Sanguinary Priest||False|
158|Tacticus||False|
158|Imperium||False|
158|Grenades||False|
158|Character||False|
158|Infantry||False|
159|Adeptus Astartes||True|
159|Blood Angels||True|
159|Imperium||False|
159|Mounted||False|
159|Character||False|
159|Grenades||False|
159|Sanguinary Priest||False|
160|Adeptus Astartes||True|
160|Blood Angels||True|
160|Character||False|
160|Sanguinary Priest||False|
160|Epic Hero||False|
160|Grenades||False|
160|Imperium||False|
160|Brother Corbulo||False|
160|Infantry||False|
164|Adeptus Astartes||True|
164|Blood Angels||True|
164|Character||False|
164|Infantry||False|
164|Tacticus||False|
164|Chaplain||False|
164|Lemartes||False|
164|Grenades||False|
164|Imperium||False|
164|Jump Pack||False|
164|Fly||False|
164|Epic Hero||False|
165|Adeptus Astartes||True|
165|Blood Angels||True|
165|Sanguinary Guard||False|
165|Tacticus||False|
165|Imperium||False|
165|Grenades||False|
165|Jump Pack||False|
165|Fly||False|
165|Infantry||False|
166|Blood Angels||True|
166|Adeptus Astartes||True|
166|Death Company||False|
166|Death Company Dreadnought||False|
166|Vehicle||False|
166|Dreadnought||False|
166|Imperium||False|
166|Walker||False|
167|Adeptus Astartes||True|
167|Blood Angels||True|
167|Vehicle||False|
167|Walker||False|
167|Imperium||False|
167|Dreadnought||False|
167|Furioso Dreadnought||False|
168|Blood Angels||True|
168|Adeptus Astartes||True|
168|Imperium||False|
168|Smoke||False|
168|Vehicle||False|
168|Baal Predator||False|
169|Adeptus Astartes||True|
169|Blood Angels||True|
169|Epic Hero||False|
169|Infantry||False|
169|Character||False|
169|Grenades||False|
169|Imperium||False|
169|Chapter Master||False|
169|Gabriel Seth||False|
218|Dark Angels||True|
218|Adeptus Astartes||True|
218|Tacticus||False|
218|Imperium||False|
218|Deathwing||False|
218|Grenades||False|
218|Infantry||False|
218|Character||False|
218|Epic Hero||False|
218|Chapter Master||False|
218|Azrael||False|
219|Adeptus Astartes||True|
219|Dark Angels||True|
219|Deathwing||False|
219|Imperium||False|
219|Character||False|
219|Infantry||False|
219|Epic Hero||False|
219|Belial||False|
219|Captain||False|
219|Terminator||False|
225|Adeptus Astartes||True|
225|Dark Angels||True|
225|Deathwing||False|
225|Imperium||False|
225|Grenades||False|
225|Asmodai||False|
225|Character||False|
225|Epic Hero||False|
225|Chaplain||False|
225|Tacticus||False|
225|Infantry||False|
226|Dark Angels||True|
226|Adeptus Astartes||True|
226|Grenades||False|
226|Infantry||False|
226|Character||False|
226|Epic Hero||False|
226|Psyker||False|
226|Imperium||False|
226|Deathwing||False|
226|Librarian||False|
226|Ezekiel||False|
230|Adeptus Astartes||True|
230|Dark Angels||True|
230|Terminator||False|
230|Imperium||False|
230|Deathwing||False|
230|Deathwing Terminator Squad||False|
230|Infantry||False|
231|Adeptus Astartes||True|
231|Dark Angels||True|
231|Terminator||False|
231|Infantry||False|
231|Imperium||False|
231|Deathwing||False|
231|Deathwing Knights||False|
238|Dark Angels||True|
238|Adeptus Astartes||True|
238|Ravenwing Darkshroud||False|
238|Ravenwing||False|
238|Imperium||False|
238|Fly||False|
238|Vehicle||False|
239|Adeptus Astartes||True|
239|Dark Angels||True|
239|Aircraft||False|
239|Fly||False|
239|Vehicle||False|
239|Imperium||False|
239|Ravenwing||False|
239|Nephilim Jetfighter||False|
240|Adeptus Astartes||True|
240|Dark Angels||True|
240|Vehicle||False|
240|Imperium||False|
240|Aircraft||False|
240|Fly||False|
240|Ravenwing||False|
240|Dark Talon||False|
241|Adeptus Astartes||True|
241|Dark Angels||True|
241|Imperium||False|
241|Ravenwing||False|
241|Ravenwing Black Knights||False|
241|Mounted||False|
241|Grenades||False|
242|Adeptus Astartes||True|
242|Dark Angels||True|
242|Imperium||False|
242|Fly||False|
242|Vehicle||False|
242|Land Speeder Vengeance||False|
242|Ravenwing||False|
243|Unaligned Forces||True|
243|Unaligned||True|
243|Towering||False|
243|Vehicle||False|
243|Titanic||False|
243|Transport||False|
243|Fortification||False|
243|Fortress of Redemption||False|
282|Adeptus Astartes||True|
282|Space Wolves||True|
282|Terminator||False|
282|Chapter Master||False|
282|Logan Grimnar||False|
282|Character||False|
282|Infantry||False|
282|Epic Hero||False|
282|Imperium||False|
283|Space Wolves||True|
283|Adeptus Astartes||True|
283|Logan Grimnar on Stormrider||False|
283|Chapter Master||False|
283|Imperium||False|
283|Character||False|
283|Mounted||False|
283|Epic Hero||False|
284|Adeptus Astartes||True|
284|Space Wolves||True|
284|Captain||False|
284|Imperium||False|
284|Character||False|
284|Mounted||False|
284|Grenades||False|
284|Wolf Lord on Thunderwolf||False|
285|Space Wolves||True|
285|Adeptus Astartes||True|
285|Infantry||False|
285|Epic Hero||False|
285|Imperium||False|
285|Grenades||False|
285|Tacticus||False|
285|Captain||False|
285|Ragnar Blackmane||False|
285|Character||False|
286|Adeptus Astartes||True|
286|Space Wolves||True|
286|Grenades||False|
286|Imperium||False|
286|Captain||False|
286|Character||False|
286|Epic Hero||False|
286|Krom Dragongaze||False|
286|Infantry||False|
287|Adeptus Astartes||True|
287|Space Wolves||True|
287|Epic Hero||False|
287|Character||False|
287|Mounted||False|
287|Grenades||False|
287|Harald Deathwolf||False|
287|Captain||False|
287|Imperium||False|
288|Space Wolves||True|
288|Adeptus Astartes||True|
288|Character||False|
288|Canis Wolfborn||False|
288|Epic Hero||False|
288|Mounted||False|
288|Imperium||False|
292|Adeptus Astartes||True|
292|Space Wolves||True|
292|Infantry||False|
292|Character||False|
292|Epic Hero||False|
292|Psyker||False|
292|Imperium||False|
292|Tacticus||False|
292|Njal Stormcaller||False|
297|Adeptus Astartes||True|
297|Space Wolves||True|
297|Ulrik the Slayer||False|
297|Wolf Priest||False|
297|Epic Hero||False|
297|Character||False|
297|Infantry||False|
297|Imperium||False|
297|Grenades||False|
300|Space Wolves||True|
300|Adeptus Astartes||True|
300|Imperium||False|
300|Character||False|
300|Wolf Guard Battle Leader in Terminator Armour||False|
300|Infantry||False|
300|Terminator||False|
301|Space Wolves||True|
301|Adeptus Astartes||True|
301|Imperium||False|
301|Grenades||False|
301|Character||False|
301|Mounted||False|
301|Wolf Guard Battle Leader on Thunderwolf||False|
302|Adeptus Astartes||True|
302|Space Wolves||True|
302|Imperium||False|
302|Character||False|
302|Walker||False|
302|Dreadnought||False|
302|Smoke||False|
302|Epic Hero||False|
302|Vehicle||False|
302|Bjorn the Fell-handed||False|
303|Adeptus Astartes||True|
303|Space Wolves||True|
303|Tacticus||False|
303|Blood Claws||False|
303|Grenades||False|
303|Battleline||False|
303|Infantry||False|
303|Imperium||False|
304|Adeptus Astartes||True|
304|Space Wolves||True|
304|Lukas the Trickster||False|
304|Infantry||False|
304|Epic Hero||False|
304|Grenades||False|
304|Character||False|
304|Imperium||False|
305|Space Wolves||True|
305|Adeptus Astartes||True|
305|Imperium||False|
305|Grenades||False|
305|Infantry||False|
305|Battleline||False|
305|Grey Hunters||False|
305|Tacticus||False|
306|Adeptus Astartes||True|
306|Space Wolves||True|
306|Infantry||False|
306|Iron Priest||False|
306|Techmarine||False|
306|Imperium||False|
306|Character||False|
308|Adeptus Astartes||True|
308|Space Wolves||True|
308|Iron Priest||False|
308|Imperium||False|
308|Grenades||False|
308|Character||False|
308|Mounted||False|
310|Space Wolves||True|
310|Adeptus Astartes||True|
310|Wolf Scouts||False|
310|Scout Squad||False|
310|Imperium||False|
310|Smoke||False|
310|Grenades||False|
310|Infantry||False|
311|Space Wolves||True|
311|Adeptus Astartes||True|
311|Wulfen||False|
311|Imperium||False|
311|Infantry||False|
314|Adeptus Astartes||True|
314|Space Wolves||True|
314|Vehicle||False|
314|Walker||False|
314|Character||False|
314|Epic Hero||False|
314|Imperium||False|
314|Dreadnought||False|
314|Wulfen||False|
314|Murderfang||False|
315|Adeptus Astartes||True|
315|Space Wolves||True|
315|Grenades||False|
315|Imperium||False|
315|Wolf Guard||False|
315|Infantry||False|
317|Adeptus Astartes||True|
317|Space Wolves||True|
317|Terminator||False|
317|Character||False|
317|Epic Hero||False|
317|Imperium||False|
317|Arjac Rockfist||False|
317|Infantry||False|
318|Adeptus Astartes||True|
318|Space Wolves||True|
318|Wolf Guard Terminators||False|
318|Terminator||False|
318|Imperium||False|
318|Infantry||False|
318|Wolf Guard||False|
321|Adeptus Astartes||True|
321|Space Wolves||True|
321|Transport||False|
321|Vehicle||False|
321|Fly||False|
321|Aircraft||False|
321|Stormwolf||False|
321|Imperium||False|
322|Adeptus Astartes||True|
322|Space Wolves||True|
322|Imperium||False|
322|Grenades||False|
322|Mounted||False|
322|Thunderwolf Cavalry||False|
323|Adeptus Astartes||True|
323|Space Wolves||True|
323|Imperium||False|
323|Fenrisian Wolves||False|
323|Beasts||False|
324|Space Wolves||True|
324|Adeptus Astartes||True|
324|Imperium||False|
324|Skyclaws||False|
324|Fly||False|
324|Grenades||False|
324|Infantry||False|
324|Jump Pack||False|
325|Space Wolves||True|
325|Adeptus Astartes||True|
325|Transport||False|
325|Fly||False|
325|Aircraft||False|
325|Vehicle||False|
325|Stormfang Gunship||False|
325|Imperium||False|
326|Space Wolves||True|
326|Adeptus Astartes||True|
326|Infantry||False|
326|Long Fangs||False|
326|Grenades||False|
326|Imperium||False|
358|Deathwatch||True|
358|Adeptus Astartes||True|
358|Imperium||False|
358|Vehicle||False|
358|Aircraft||False|
358|Fly||False|
358|Corvus Blackstar||False|
358|Transport||False|
373|Grey Knights||True|
373|Kaldor Draigo||False|
373|Psyker||False|
373|Infantry||False|
373|Character||False|
373|Epic Hero||False|
373|Terminator||False|
373|Grenades||False|
373|Imperium||False|
374|Grey Knights||True|
374|Character||False|
374|Terminator||False|
374|Grand Master Voldus||False|
374|Infantry||False|
374|Psyker||False|
374|Epic Hero||False|
374|Imperium||False|
375|Grey Knights||True|
375|Psyker||False|
375|Infantry||False|
375|Character||False|
375|Imperium||False|
375|Grand Master||False|
375|Grenades||False|
375|Terminator||False|
376|Grey Knights||True|
376|Psyker||False|
376|Imperium||False|
376|Infantry||False|
376|Character||False|
376|Grenades||False|
376|Terminator||False|
376|Brother-Captain||False|
377|Grey Knights||True|
377|Terminator||False|
377|Brother-Captain Stern||False|
377|Character||False|
377|Epic Hero||False|
377|Psyker||False|
377|Infantry||False|
377|Imperium||False|
379|Grey Knights||True|
379|Grenades||False|
379|Infantry||False|
